Release Date,Release Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
04/12/2022,Discharge,J2,M,White,54,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/19/2021,10/15/2021,6 Months & Less
02/10/2022,Parole,G2,M,White,53,Kaufman,23170000,Property,"LARCENY-THEFT, OF CREDIT CARD",01/14/1991,06/14/1990,31 to 40 Years
06/21/2022,Discharge,J2,F,White,58,Johnson,23990004,Property,"THEFT PROP>=$1,500<$20K",03/22/2016,08/16/2015,14 to 15 Months
02/02/2022,Discharge,J2,M,Black,56,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/23/2021,07/08/2021,6 Months & Less
03/03/2022,SAFPF - Prob,FT,M,White,53,Johnson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,05/19/2018,SAFPF
07/22/2022,DMS,G2,M,Hispanic,64,Bexar,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,06/06/2022,08/13/2018,2 Years & Less
03/08/2022,Parole,IT,M,Black,53,Harris,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",09/30/2016,07/28/2015,10 Years
08/31/2022,DMS,G2,M,Black,61,Jefferson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/07/2017,06/01/2017,7 Years
06/02/2022,Discharge,J2,M,Black,56,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/27/2022,11/10/2021,6 to 7 Months
02/14/2022,Discharge,J2,M,White,57,Tarrant,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,09/17/2021,12/02/2019,6 to 7 Months
05/27/2022,Parole,G1,M,White,54,Tarrant,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,07/16/2018,09/08/2017,10 Years
11/19/2021,Discharge,J2,F,Black,57,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/03/2020,11/23/2018,6 to 7 Months
10/29/2021,Discharge,J2,M,Black,58,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",05/18/2021,10/16/2020,11 to 12 Months
07/11/2022,Discharge,J2,M,Black,53,Hays,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/15/2021,08/31/2019,23 to 24 Months & More
05/16/2022,Parole,G2,M,Black,55,Smith,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/30/2020,10/29/2019,6 Years
12/09/2021,Discharge,J2,M,White,52,Williamson,23990194,Property,"THEFT PROP >=$2,500<$30K",09/14/2021,03/17/2021,8 to 9 Months
12/10/2021,Discharge,J5,M,White,58,Williamson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/26/2021,12/01/2020,7 to 8 Months
02/24/2022,Discharge,J2,M,Hispanic,62,Nueces,23990132,Property,THEFT FROM PERSON,04/15/2021,08/21/2020,15 to 16 Months
11/08/2021,DMS,G2,M,Black,53,Brazoria,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",01/21/2020,03/27/2019,3 Years
08/31/2022,DMS,G1,F,Black,57,Smith,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/09/2019,12/18/2018,7 Years
06/15/2022,Parole,G2,M,Black,55,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/06/2020,10/17/2020,4 Years
12/03/2021,Discharge,J2,M,Black,54,Brazoria,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/11/2021,05/09/2020,6 Months & Less
05/10/2022,Parole,G2,M,Black,52,Dallas,23990004,Property,"THEFT PROP>=$1,500<$20K",08/09/2005,01/21/2005,31 to 40 Years
09/30/2021,MS,MH,M,Black,52,Travis,23170000,Property,"LARCENY-THEFT, OF CREDIT CARD",05/22/1991,02/19/1991,31 to 40 Years
03/23/2022,Discharge,J2,M,Black,63,Collin,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/14/2021,07/02/2020,9 to 10 Months
11/30/2021,Parole,G1,M,Hispanic,51,Comal,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/05/2017,10/29/2016,16 to 20 Years
12/16/2021,Parole,IT,F,Black,54,Smith,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/24/2017,09/18/2016,8 Years
06/17/2022,Discharge,J2,M,Black,56,Brazoria,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/11/2022,06/18/2021,11 to 12 Months
01/11/2022,Parole,G1,M,White,55,Angelina,23190000,Property,LARCENY-THEFT OF PERSON,12/31/1991,10/31/1991,31 to 40 Years
01/10/2022,Parole,G1,M,Black,55,Smith,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/13/2019,12/18/2018,8 Years
03/23/2022,DMS,OT,M,White,52,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",05/22/2020,04/07/2020,3 Years
01/26/2022,SAFPF - Prob,FT,M,Black,52,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,10/12/2020,SAFPF
03/29/2022,Discharge,J1,M,White,52,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/15/2022,09/27/2021,6 Months & Less
04/08/2022,Parole,G2,M,White,53,Guadalupe,23990198,Property,THEFT PROP >=$30K<$150K,04/20/2017,08/02/2016,7 Years
12/08/2021,Discharge,J2,M,Hispanic,59,Hidalgo,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/27/2021,06/15/2021,6 Months & Less
04/06/2022,Discharge,J2,M,White,52,Dallas,23990008,Property,THEFT OF FIREARM,04/13/2021,10/02/2020,17 to 18 Months
11/03/2021,Discharge,J2,M,Black,54,Gregg,23990194,Property,"THEFT PROP >=$2,500<$30K",06/10/2021,04/07/2020,13 to 14 Months
12/16/2021,Discharge,J2,M,Black,54,Bexar,23990004,Property,"THEFT PROP>=$1,500<$20K",01/21/2021,07/08/2014,14 to 15 Months
03/18/2022,Discharge,J2,M,White,56,Orange,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/08/2021,04/24/2019,15 to 16 Months
02/28/2022,Discharge,J2,F,Black,53,Lubbock,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",10/16/2012,02/28/2012,14 to 15 Months
11/09/2021,DMS,MD,M,Hispanic,58,Nueces,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",09/30/2019,07/26/2017,4 Years
12/30/2021,Discharge,J2,M,White,56,Grayson,23990194,Property,"THEFT PROP >=$2,500<$30K",06/03/2021,06/27/2020,15 to 16 Months
11/24/2021,Discharge,J2,M,Black,52,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/19/2021,12/22/2019,9 to 10 Months
10/01/2021,Discharge,J2,M,Black,60,Jack,23990194,Property,"THEFT PROP >=$2,500<$30K",03/05/2021,08/10/2017,8 to 9 Months
04/08/2022,Discharge,J2,M,Black,52,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",01/14/2022,10/15/2021,6 Months & Less
03/29/2022,Discharge,J2,M,White,57,Cooke,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/07/2021,03/08/2021,11 to 12 Months
11/08/2021,Parole,G2,M,White,57,Gregg,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",08/11/2020,11/29/2019,5 Years
01/03/2022,Parole,G2,F,Black,60,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/18/2020,12/29/2019,6 Years
10/29/2021,Parole,G2,M,Hispanic,53,Potter,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/03/2021,03/29/2020,2 Years & Less
03/02/2022,Discharge,J2,M,White,51,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",10/12/2021,04/10/2020,11 to 12 Months
12/03/2021,Parole,G2,M,Black,54,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/22/2019,04/04/2019,3 Years
03/25/2022,Discharge,J2,F,Black,51,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/03/2021,09/02/2021,6 Months & Less
08/16/2022,DMS,G2,M,White,56,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/17/2020,05/28/2020,5 Years
08/12/2022,Parole,OT,M,Black,64,Grayson,23990143,Property,THEFT OF MATERIAL 50% ALUM/BRNZE/COPPER <$20K,05/20/2015,10/30/2014,11 to 15 Years
11/18/2021,Discharge,J2,F,White,52,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/21/2021,05/23/2021,6 Months & Less
05/03/2022,Parole,IT,M,Hispanic,57,Galveston,23990010,Property,THEFT PROP >=$20K<$100K,05/18/2010,09/14/2008,10 Years
09/10/2021,Discharge,MH,F,White,76,Comal,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",03/13/2014,08/12/2010,7 to 8 Months
03/25/2022,Discharge,J2,M,White,52,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",12/03/2021,08/12/2021,6 Months & Less
06/30/2022,Parole,G1,M,Hispanic,58,Parker,23990194,Property,"THEFT PROP >=$2,500<$30K",05/22/2017,07/17/2016,11 to 15 Years
02/15/2022,DMS,G2,M,Black,56,Hays,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/14/2020,01/16/2019,3 Years
09/03/2021,Discharge,J2,M,Hispanic,51,Matagorda,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/12/2021,12/21/2020,9 to 10 Months
01/14/2022,Parole,G1,M,White,51,Smith,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,04/23/2018,03/23/2017,21 to 25 Years
11/17/2021,DMS,G2,M,Hispanic,51,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/15/2020,04/10/2020,2 Years & Less
11/29/2021,Discharge,J2,M,Black,66,Angelina,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",09/03/2020,08/16/2018,17 to 18 Months
03/15/2022,Discharge,J2,M,Hispanic,55,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/28/2021,06/02/2020,8 to 9 Months
08/01/2022,Discharge,J2,F,White,52,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/07/2022,01/20/2021,6 Months & Less
12/30/2021,Discharge,J2,M,Black,53,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/04/2021,05/12/2021,6 Months & Less
01/25/2022,SAFPF - Prob,FT,M,Hispanic,50,Bexar,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,,11/29/2019,SAFPF
05/27/2022,Discharge,J2,F,White,51,Angelina,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/23/2022,07/23/2021,6 Months & Less
12/03/2021,Parole,OT,M,White,51,Gregg,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/23/2020,01/12/2020,5 Years
05/25/2022,Discharge,J2,M,Black,54,Orange,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/04/2022,08/15/2019,11 to 12 Months
03/25/2022,Discharge,J2,M,White,57,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/02/2021,10/19/2021,6 Months & Less
07/22/2022,DMS,G1,M,White,69,Tarrant,23990010,Property,THEFT PROP >=$20K<$100K,06/17/2016,11/26/2014,11 to 15 Years
08/02/2022,Discharge,J5,M,Hispanic,51,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/28/2021,10/09/2019,11 to 12 Months
01/28/2022,Discharge,J2,M,White,53,Brazoria,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",06/10/2015,01/12/2015,12 to 13 Months
01/13/2022,Parole,G2,M,White,58,Brazoria,23990194,Property,"THEFT PROP >=$2,500<$30K",03/25/2019,08/02/2018,5 Years
07/11/2022,Discharge,J2,M,White,61,Denton,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/18/2022,04/16/2020,6 Months & Less
05/16/2022,MS,G2,M,Black,57,Harris,23170000,Property,"LARCENY-THEFT, OF CREDIT CARD",10/16/1997,04/05/1994,21 to 25 Years
01/27/2022,Discharge,J2,M,Hispanic,53,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/28/2021,04/01/2020,8 to 9 Months
05/13/2022,Discharge,J2,M,Black,51,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/29/2022,10/21/2021,6 Months & Less
01/18/2022,Discharge,J2,F,Hispanic,53,San Patricio,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/05/2021,04/18/2020,15 to 16 Months
10/07/2021,Discharge,J2,M,Black,53,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/02/2021,02/25/2021,6 to 7 Months
12/23/2021,Discharge,J2,F,Hispanic,62,El Paso,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/10/2021,08/17/2019,8 to 9 Months
05/31/2022,SAFPF - Prl,FT,M,Black,54,Liberty,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",07/10/2014,07/07/2014,SAFPF
09/22/2021,Discharge,MH,M,White,50,Liberty,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/18/2018,09/22/2017,4 Years
11/01/2021,DMS,G1,M,Black,52,Cherokee,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",09/05/2014,06/15/2012,10 Years
11/12/2021,Discharge,J2,M,White,51,Hood,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",06/29/2021,09/29/2017,23 to 24 Months & More
04/13/2022,DMS,G2,F,Black,55,Dallas,23990010,Property,THEFT PROP >=$20K<$100K,08/15/2018,09/23/2011,8 Years
10/11/2021,Discharge,J2,M,Hispanic,52,Hidalgo,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",09/03/2021,04/15/2021,6 Months & Less
10/01/2021,Discharge,J2,M,Hispanic,51,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",06/28/2021,07/04/2018,6 Months & Less
09/02/2021,Parole,G2,M,Black,50,Jefferson,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",10/21/2020,11/26/2019,3 Years
12/01/2021,Discharge,J2,F,Black,52,Brazos,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/08/2021,09/21/2018,6 Months & Less
07/15/2022,Discharge,J2,F,White,51,Wood,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/20/2019,06/20/2018,14 to 15 Months
07/14/2022,Discharge,J2,M,White,49,Lamar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/07/2021,11/28/2020,21 to 22 Months
12/30/2021,SAFPF - Prob,FT,M,Black,50,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",,08/12/2020,SAFPF
06/20/2022,Parole,G2,M,Black,54,Comal,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/13/2021,09/18/2017,8 Years
06/17/2022,Discharge,RP,M,Hispanic,50,Bexar,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,06/13/2018,02/16/2017,5 Years
09/21/2021,Discharge,J2,M,Black,50,Collin,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/27/2021,03/14/2021,7 to 8 Months
05/06/2022,DMS,G2,F,Black,50,Smith,23990173,Property,ORGANIZED RETAIL THEFT >= $1500 < $20K,07/30/2012,03/30/2012,3 Years
03/22/2022,Parole,IT,M,Black,51,Polk,23990198,Property,THEFT PROP >=$30K<$150K,06/10/2016,09/01/2015,8 Years
02/18/2022,DMS,G1,M,Black,70,Milam,23990199,Property,THEFT CATTLE/HORSE/EXOTIC LIVESTOCK <$150K,09/11/2017,05/25/2016,5 Years
01/28/2022,Discharge,J2,M,Black,51,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/09/2021,08/02/2021,6 Months & Less
10/29/2021,Parole,G2,M,Hispanic,50,Hidalgo,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/28/2018,11/10/2016,4 Years
01/03/2022,Parole,OT,M,Black,60,Harris,23990010,Property,THEFT PROP >=$20K<$100K,06/13/2000,01/18/2000,21 to 25 Years
12/13/2021,Discharge,J2,M,Hispanic,51,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",09/28/2021,08/17/2020,8 to 9 Months
08/05/2022,Discharge,J2,M,White,54,Wichita,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/22/2022,01/20/2021,6 Months & Less
11/24/2021,Discharge,J2,M,Hispanic,51,Ector,23990194,Property,"THEFT PROP >=$2,500<$30K",08/17/2021,11/13/2020,6 Months & Less
01/21/2022,DMS,G1,F,White,50,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/24/2021,03/05/2021,2 Years & Less
10/29/2021,Discharge,J2,M,White,51,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/13/2021,04/15/2021,6 Months & Less
10/15/2021,Discharge,J2,F,Hispanic,53,Fort Bend,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/17/2020,05/29/2019,6 Months & Less
04/29/2022,Parole,G2,M,Black,50,Midland,23990004,Property,"THEFT PROP>=$1,500<$20K",02/21/2013,11/06/2011,16 to 20 Years
02/23/2022,SAFPF - Prob,FT,M,Black,51,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,11/09/2018,SAFPF
03/23/2022,Discharge,J2,M,White,50,Wichita,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/02/2021,05/08/2019,6 Months & Less
08/23/2022,SAFPF - Prl,FT,M,Black,51,Bexar,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",04/25/2016,04/16/2015,SAFPF
06/14/2022,Parole,G2,M,White,54,Bexar,23990198,Property,THEFT PROP >=$30K<$150K,10/01/2021,06/13/2019,2 Years & Less
07/20/2022,Discharge,J2,M,Hispanic,52,El Paso,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/28/2021,07/18/2019,13 to 14 Months
04/29/2022,Discharge,J2,M,White,52,Collin,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,03/11/2021,08/05/2020,14 to 15 Months
06/22/2022,Discharge,G4,M,Black,50,Rockwall,23990010,Property,THEFT PROP >=$20K<$100K,09/06/2012,06/22/2012,10 Years
02/28/2022,Discharge,J2,M,White,53,Ector,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/12/2020,03/03/2020,23 to 24 Months & More
12/03/2021,Discharge,G5,M,Black,49,McLennan,23990194,Property,"THEFT PROP >=$2,500<$30K",06/01/2018,12/03/2017,4 Years
03/24/2022,SAFPF - Prob,FT,M,Hispanic,50,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,01/09/2020,SAFPF
01/27/2022,Discharge,J2,F,Black,57,Bowie,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/20/2021,03/24/2021,11 to 12 Months
12/30/2021,Discharge,J2,F,White,50,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/02/2021,07/04/2021,6 Months & Less
11/23/2021,DMS,G2,M,Black,50,Taylor,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/21/2020,12/03/2017,5 Years
11/10/2021,Parole,PR,M,Hispanic,62,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",09/23/2019,11/10/2018,3 Years
02/28/2022,DMS,G2,M,Black,51,Harris,23990202,Property,THEFT PROP <$300K ATM,01/11/2022,11/09/2018,5 Years
02/28/2022,DMS,G1,M,White,49,Tarrant,23990198,Property,THEFT PROP >=$30K<$150K,05/26/2021,02/01/2020,4 Years
10/19/2021,DMS,OT,M,Hispanic,49,Hill,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/04/2020,06/29/2019,3 Years
10/15/2021,Discharge,J2,M,Black,50,Orange,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",11/09/2020,03/18/2019,17 to 18 Months
12/16/2021,SAFPF - Prob,FT,M,Black,50,Liberty,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,,01/07/2018,SAFPF
01/05/2022,Discharge,J2,M,Black,54,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/14/2021,07/10/2021,6 Months & Less
02/28/2022,Parole,G2,M,Black,55,Dallas,23190000,Property,LARCENY-THEFT OF PERSON,10/05/1993,02/24/1993,31 to 40 Years
10/26/2021,Discharge,G2,M,White,53,Dallas,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",11/26/2019,10/27/2019,2 Years & Less
11/29/2021,SAFPF - Prob,FT,M,Hispanic,50,Lavaca,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",,02/23/2018,SAFPF
06/15/2022,Parole,G2,M,Black,51,Harris,23990132,Property,THEFT FROM PERSON,07/26/2004,01/29/2004,16 to 20 Years
02/02/2022,Discharge,J2,M,White,50,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/20/2021,05/19/2021,9 to 10 Months
09/21/2021,Discharge,J2,M,White,58,Smith,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/16/2021,02/11/2020,11 to 12 Months
07/29/2022,DMS,G2,M,Black,50,Ellis,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/08/2018,01/19/2017,10 Years
09/27/2021,DMS,G2,F,Black,56,Waller,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",08/12/2021,08/04/2017,2 Years & Less
11/12/2021,Discharge,J2,F,Black,62,Smith,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/06/2021,05/14/2019,14 to 15 Months
02/11/2022,DMS,G1,M,Black,50,Harris,24040000,Property,"STOLEN VEHICLE, THEFT",09/22/1994,06/11/1993,26 to 30 Years
03/04/2022,Discharge,J2,M,Hispanic,48,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/16/2021,09/06/2021,6 Months & Less
04/08/2022,Discharge,J2,M,White,51,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/23/2021,09/23/2019,6 Months & Less
12/08/2021,DMS,G2,M,Hispanic,48,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/07/2021,04/20/2019,2 Years & Less
02/11/2022,Discharge,G2,M,Black,52,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/17/2020,02/12/2020,2 Years & Less
09/23/2021,Discharge,J2,F,Black,52,Lavaca,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/10/2019,09/09/2019,23 to 24 Months & More
06/21/2022,Discharge,J2,M,Black,50,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/10/2022,11/17/2021,6 Months & Less
11/15/2021,Parole,G2,M,Black,50,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",09/09/2020,01/18/2020,2 Years & Less
07/29/2022,Discharge,J2,M,Black,53,Bowie,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/16/2021,05/24/2021,11 to 12 Months
10/28/2021,Parole,G2,M,Black,57,Ellis,23990004,Property,"THEFT PROP>=$1,500<$20K",07/16/2015,06/18/2012,16 to 20 Years
10/12/2021,Discharge,J2,F,White,52,Taylor,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/06/2021,10/17/2020,9 to 10 Months
04/22/2022,Discharge,J2,M,White,51,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/08/2022,07/08/2021,8 to 9 Months
11/05/2021,Discharge,J2,M,White,48,Williamson,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/08/2021,10/16/2019,8 to 9 Months
03/18/2022,Discharge,J2,M,Hispanic,51,Lubbock,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/26/2018,04/03/2017,11 to 12 Months
08/12/2022,Parole,G2,M,White,53,Hood,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/20/2018,08/06/2016,11 to 15 Years
04/08/2022,DMS,G2,M,White,50,Burnet,23990011,Property,THEFT PROP>=$100K<$200K,05/21/2021,11/23/2009,2 Years & Less
03/17/2022,Discharge,J2,F,White,53,Smith,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/16/2020,06/30/2019,14 to 15 Months
05/04/2022,DMS,G2,M,Hispanic,49,Brazos,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/04/2016,12/14/2015,7 Years
09/20/2021,Discharge,J2,F,Black,49,Taylor,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/18/2021,03/01/2018,13 to 14 Months
12/06/2021,Discharge,J2,M,White,52,Lubbock,23990194,Property,"THEFT PROP >=$2,500<$30K",04/27/2021,08/12/2020,11 to 12 Months
05/23/2022,Parole,G1,M,Black,51,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",03/03/2021,07/02/2020,2 Years & Less
12/21/2021,DMS,G2,M,Black,56,Tarrant,23990198,Property,THEFT PROP >=$30K<$150K,11/01/2021,08/30/2019,3 Years
03/18/2022,Discharge,RP,M,Hispanic,49,Bexar,23990010,Property,THEFT PROP >=$20K<$100K,05/17/2010,04/23/2007,11 to 15 Years
03/18/2022,Discharge,J2,M,Black,57,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",11/09/2021,04/02/2021,6 Months & Less
11/10/2021,Discharge,J2,M,Hispanic,48,Hidalgo,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/19/2021,11/09/2020,11 to 12 Months
05/04/2022,Discharge,J2,M,Black,48,Williamson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/08/2022,03/07/2021,8 to 9 Months
03/18/2022,Discharge,J2,M,Black,50,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",06/07/2021,01/16/2021,11 to 12 Months
01/21/2022,Discharge,J2,F,White,58,Wichita,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/02/2021,12/30/2018,6 Months & Less
10/08/2021,Discharge,J2,F,Black,57,Harris,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/22/2021,09/10/2020,9 to 10 Months
02/03/2022,DMS,G2,F,Hispanic,48,Cameron,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/09/2020,10/23/2019,3 Years
09/01/2021,Discharge,J2,M,Black,59,Tarrant,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,05/26/2021,01/09/2018,6 Months & Less
12/16/2021,DMS,G1,M,Black,48,Harris,23990004,Property,"THEFT PROP>=$1,500<$20K",03/05/2009,03/18/2008,11 to 15 Years
10/07/2021,DMS,G2,M,White,47,Nueces,23990160,Property,THEFT PROP $500<$1500 ENH,08/20/2013,06/04/2012,11 to 15 Years
